GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0009451	P	RNA modification	6	317	133	37767	0.0011	0.024	// A0A0D3B9P7 // A0A0D3D1H2 // A0A0D3D1P6 // A0A0D3EIG1 // A0A0D3D1U7 // A0A0D3BA30 
GO:0043436	P	oxoacid metabolic process	17	317	859	37767	0.0012	0.024	// A0A0D3B9Z2 // A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3B9Z7 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1D7 // A0A0D3EID9 // A0A0D3EIG1 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3BA24 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3B9S6 // A0A0D3D1B1 // A0A0D3D1R8 
GO:0032259	P	methylation	5	317	90	37767	0.0012	0.024	// A0A0D3D170 // A0A0D3EIB3 // A0A0D3D1M2 // A0A0D3D1U7 // A0A0D3EIG1 
GO:0006082	P	organic acid metabolic process	17	317	860	37767	0.0012	0.024	// A0A0D3B9Z2 // A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3B9Z7 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1D7 // A0A0D3EID9 // A0A0D3EIG1 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3BA24 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3B9S6 // A0A0D3D1B1 // A0A0D3D1R8 
GO:0019752	P	carboxylic acid metabolic process	17	317	859	37767	0.0012	0.024	// A0A0D3B9Z2 // A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3B9Z7 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1D7 // A0A0D3EID9 // A0A0D3EIG1 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3BA24 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3B9S6 // A0A0D3D1B1 // A0A0D3D1R8 
GO:0016568	P	chromatin modification	5	317	95	37767	0.0015	0.03	// A0A0D3D170 // A0A0D3EIB3 // A0A0D3EI72 // A0A0D3D1M2 // A0A0D3BA12 
GO:0042180	P	cellular ketone metabolic process	17	317	882	37767	0.0016	0.03	// A0A0D3B9Z2 // A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3B9Z7 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1D7 // A0A0D3EID9 // A0A0D3EIG1 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3BA24 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3B9S6 // A0A0D3D1B1 // A0A0D3D1R8 
GO:0005976	P	polysaccharide metabolic process	6	317	152	37767	0.0022	0.04	// A0A0D3B9T9 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1B1 // A0A0D3EIG5 // A0A0D3BA22 
GO:0051234	P	establishment of localization	28	317	1851	37767	0.0023	0.041	// A0A0D3EID7 // A0A0D3BA40 // A0A0D3EID1 // A0A0D3D1K6 // A0A0D3B9Y0 // A0A0D3D1R6 // A0A0D3D182 // A0A0D3EI79 // A0A0D3D1T5 // A0A0D3D1A5 // A0A0D3D1T0 // A0A0D3B9S0 // A0A0D3D1W5 // A0A0D3B9Z7 // A0A0D3D208 // A0A0D3BA39 // A0A0D3EIE1 // A0A0D3D1H2 // A0A0D3D1Q9 // A0A0D3EIG9 // A0A0D3D1U7 // A0A0D3EIA8 // A0A0D3D1B3 // A0A0D3B9T3 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D142 // A0A0D3D1Z0 
GO:0016043	P	cellular component organization	20	317	1179	37767	0.0028	0.048	// A0A0D3D1G9 // A0A0D3B9P7 // A0A0D3D1H2 // A0A0D3D1D7 // A0A0D3D1D8 // A0A0D3EIF8 // A0A0D3EID1 // A0A0D3B9Z7 // A0A0D3B9Y4 // A0A0D3EI72 // A0A0D3EIG5 // A0A0D3B9S6 // A0A0D3EIB3 // A0A0D3D1U7 // A0A0D3D170 // A0A0D3B9T3 // A0A0D3B9S8 // A0A0D3D1T5 // A0A0D3D1M2 // A0A0D3BA12 
GO:0042592	P	homeostatic process	7	317	216	37767	0.0028	0.048	// A0A0D3EID7 // A0A0D3D1E1 // A0A0D3EIG9 // A0A0D3EIG5 // A0A0D3B9K5 // A0A0D3D186 // A0A0D3D1V7 
GO:0065007	P	biological regulation	52	317	4188	37767	0.0028	0.048	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3EID5 // A0A0D3EIF8 // A0A0D3B9Y4 // A0A0D3D1M1 // A0A0D3B9S8 // A0A0D3EIB3 // A0A0D3D1R2 // A0A0D3D186 // A0A0D3D1V3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1V7 // A0A0D3D1V4 // A0A0D3D1G9 // A0A0D3B9U8 // A0A0D3D1E1 // A0A0D3EI72 // A0A0D3D1G3 // A0A0D3B9U4 // A0A0D3B9K5 // A0A0D3D1M2 // A0A0D3BA15 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3EIG9 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3BA06 // A0A0D3D195 // A0A0D3D1S3 // A0A0D3D1S8 // A0A0D3D1D8 // A0A0D3D1B3 // A0A0D3D1B1 // A0A0D3B9T3 // A0A0D3B9V0 // A0A0D3D1F7 // A0A0D3D1D3 // A0A0D3D151 // A0A0D3BA26 // A0A0D3D1T5 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9S6 // A0A0D3B9W9 
GO:0006810	P	transport	27	317	1846	37767	0.0042	0.07	// A0A0D3EID7 // A0A0D3BA40 // A0A0D3D1K6 // A0A0D3B9Y0 // A0A0D3D1R6 // A0A0D3D182 // A0A0D3EI79 // A0A0D3D1T5 // A0A0D3D1A5 // A0A0D3D1T0 // A0A0D3B9S0 // A0A0D3D1W5 // A0A0D3B9Z7 // A0A0D3D208 // A0A0D3BA39 // A0A0D3EIE1 // A0A0D3D1H2 // A0A0D3D1Q9 // A0A0D3EIG9 // A0A0D3D1U7 // A0A0D3EIA8 // A0A0D3D1B3 // A0A0D3B9T3 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D142 // A0A0D3D1Z0 
GO:0034641	P	cellular nitrogen compound metabolic process	11	317	506	37767	0.0044	0.071	// A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3D1B1 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1F1 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3D1R8 
GO:0044248	P	cellular catabolic process	14	317	746	37767	0.005	0.08	// A0A0D3B9T9 // A0A0D3B9Z4 // A0A0D3B9Z7 // A0A0D3D1B2 // A0A0D3D1G3 // A0A0D3D1D7 // A0A0D3BA22 // A0A0D3EIG1 // A0A0D3D1S2 // A0A0D3EIG5 // A0A0D3B9K0 // A0A0D3B9S6 // A0A0D3D1B1 // A0A0D3B9J9 
GO:0044260	P	cellular macromolecule metabolic process	72	317	6447	37767	0.0062	0.097	// A0A0D3EID7 // A0A0D3B9L3 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1M2 // A0A0D3B9N9 // A0A0D3D1P6 // A0A0D3EIB3 // A0A0D3D184 // A0A0D3EIB7 // A0A0D3B9S6 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1B9 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3D1G9 // A0A0D3B9W7 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3B9K7 // A0A0D3B9M9 // A0A0D3D148 // A0A0D3B9S1 // A0A0D3BA30 // A0A0D3BA14 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3BA12 // A0A0D3D1H2 // A0A0D3EIG5 // A0A0D3EIG8 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1Q5 // A0A0D3B9X5 // A0A0D3D1Q3 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3D1Z7 // A0A0D3D1S5 // A0A0D3EIA7 // A0A0D3D1U7 // A0A0D3D1S3 // A0A0D3D1S2 // A0A0D3D1P8 // A0A0D3B9P7 // A0A0D3B9T8 // A0A0D3B9T9 // A0A0D3EIE6 // A0A0D3D1B1 // A0A0D3D141 // A0A0D3B9T6 // A0A0D3D1F7 // A0A0D3D1J7 // A0A0D3D1F5 // A0A0D3B9K0 // A0A0D3D151 // A0A0D3EIC1 // A0A0D3D1H8 // A0A0D3EID1 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3D138 // A0A0D3BA22 // A0A0D3B9N2 
GO:0034660	P	ncRNA metabolic process	7	317	254	37767	0.0065	0.1	// A0A0D3D1H2 // A0A0D3B9N2 // A0A0D3EID1 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3EIG1 // A0A0D3BA30 
GO:0044238	P	primary metabolic process	95	317	8995	37767	0.0073	0.11	// A0A0D3BA47 // A0A0D3BA44 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3B9W7 // A0A0D3B9T9 // A0A0D3BA33 // A0A0D3BA30 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3B9X5 // A0A0D3EIA7 // A0A0D3B9P7 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D138 // A0A0D3D184 // A0A0D3D1T5 // A0A0D3D1T6 // A0A0D3D1G9 // A0A0D3B9Q6 // A0A0D3EIH8 // A0A0D3D1G4 // A0A0D3D1R8 // A0A0D3EIG8 // A0A0D3B9Z7 // A0A0D3EIG5 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3D1U7 // A0A0D3D170 // A0A0D3D1L8 // A0A0D3D1D7 // A0A0D3B9J7 // A0A0D3B9L3 // A0A0D3B9L0 // A0A0D3D1M3 // A0A0D3D1M2 // A0A0D3D1R6 // A0A0D3B9S6 // A0A0D3B9S1 // A0A0D3B9N2 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3B9K7 // A0A0D3B9K2 // A0A0D3B9K0 // A0A0D3D161 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3EIE6 // A0A0D3B9M9 // A0A0D3D1J7 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3D1P6 // A0A0D3D1S3 // A0A0D3D1S2 // A0A0D3B9T8 // A0A0D3EI97 // A0A0D3D1B1 // A0A0D3B9T2 // A0A0D3B9T6 // A0A0D3D1B9 // A0A0D3D1Z9 // A0A0D3BA06 // A0A0D3D1Z7 // A0A0D3BA04 // A0A0D3BA02 // A0A0D3EID7 // A0A0D3EID1 // A0A0D3D1K6 // A0A0D3B9N9 // A0A0D3EID9 // A0A0D3EI72 // A0A0D3D1C0 // A0A0D3BA22 // A0A0D3D1J6 // A0A0D3D148 // A0A0D3BA18 // A0A0D3BA14 // A0A0D3D141 // A0A0D3BA12 // A0A0D3D1H2 // A0A0D3D1Q9 // A0A0D3D1H8 // A0A0D3D1Q5 // A0A0D3D1Q3 // A0A0D3EIC1 // A0A0D3D151 // A0A0D3BA24 
GO:0033554	P	cellular response to stress	9	317	399	37767	0.0076	0.11	// A0A0D3D1B2 // A0A0D3D1C3 // A0A0D3D1E4 // A0A0D3D1M2 // A0A0D3EIG5 // A0A0D3D1D3 // A0A0D3D184 // A0A0D3B9J9 // A0A0D3EIG9 
GO:0005975	P	carbohydrate metabolic process	15	317	866	37767	0.0075	0.11	// A0A0D3B9L0 // A0A0D3B9T9 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1B1 // A0A0D3BA02 // A0A0D3EIG5 // A0A0D3D1K6 // A0A0D3D1F5 // A0A0D3BA22 // A0A0D3EIC1 // A0A0D3D148 // A0A0D3BA18 // A0A0D3EI97 // A0A0D3D1L8 
GO:0051276	P	chromosome organization	6	317	216	37767	0.011	0.16	// A0A0D3D1M2 // A0A0D3EIG5 // A0A0D3EIB3 // A0A0D3D170 // A0A0D3EI72 // A0A0D3BA12 
GO:0050794	P	regulation of cellular process	41	317	3375	37767	0.011	0.16	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3B9S8 // A0A0D3EIB3 // A0A0D3D186 // A0A0D3D1V3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3B9U8 // A0A0D3D1E1 // A0A0D3EI72 // A0A0D3D1G3 // A0A0D3B9U4 // A0A0D3B9K5 // A0A0D3BA15 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3BA06 // A0A0D3D1S3 // A0A0D3D1S8 // A0A0D3D1D8 // A0A0D3D1B3 // A0A0D3B9T3 // A0A0D3B9V0 // A0A0D3D1F7 // A0A0D3D1D3 // A0A0D3D151 // A0A0D3BA26 // A0A0D3D1T5 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9W9 
GO:0006812	P	cation transport	8	317	357	37767	0.012	0.16	// A0A0D3EID7 // A0A0D3EIG9 // A0A0D3B9Y0 // A0A0D3D1D3 // A0A0D3D1T5 // A0A0D3D208 // A0A0D3EIA8 // A0A0D3B9S0 
GO:0006520	P	cellular amino acid metabolic process	9	317	430	37767	0.012	0.16	// A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3D1R8 
GO:0030001	P	metal ion transport	6	317	224	37767	0.013	0.17	// A0A0D3EID7 // A0A0D3EIG9 // A0A0D3B9Y0 // A0A0D3D1T5 // A0A0D3EIA8 // A0A0D3B9S0 
GO:0044106	P	cellular amine metabolic process	9	317	438	37767	0.013	0.17	// A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3D1R8 
GO:0048522	P	positive regulation of cellular process	5	317	163	37767	0.014	0.18	// A0A0D3EID7 // A0A0D3D1T5 // A0A0D3EIB3 // A0A0D3D1G3 // A0A0D3D1M2 
GO:0006396	P	RNA processing	9	317	453	37767	0.016	0.21	// A0A0D3D1H2 // A0A0D3EIG5 // A0A0D3B9N9 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3B9K0 // A0A0D3BA30 // A0A0D3D1B9 // A0A0D3D138 
GO:0019725	P	cellular homeostasis	5	317	174	37767	0.017	0.22	// A0A0D3EID7 // A0A0D3D1E1 // A0A0D3B9K5 // A0A0D3D186 // A0A0D3EIG9 
GO:0044255	P	cellular lipid metabolic process	11	317	618	37767	0.017	0.22	// A0A0D3D1B1 // A0A0D3D1Q9 // A0A0D3B9Z7 // A0A0D3D1M3 // A0A0D3D1D7 // A0A0D3BA24 // A0A0D3EID9 // A0A0D3B9T2 // A0A0D3BA33 // A0A0D3B9S6 // A0A0D3D164 
GO:0006325	P	chromatin organization	5	317	175	37767	0.018	0.22	// A0A0D3D170 // A0A0D3EIB3 // A0A0D3EI72 // A0A0D3D1M2 // A0A0D3BA12 
GO:0034637	P	cellular carbohydrate biosynthetic process	5	317	177	37767	0.019	0.22	// A0A0D3EIG5 // A0A0D3D1L8 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1B1 
GO:0050789	P	regulation of biological process	43	317	3697	37767	0.019	0.22	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3B9S8 // A0A0D3EIB3 // A0A0D3D1R2 // A0A0D3D186 // A0A0D3D1V3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3B9U8 // A0A0D3D1E1 // A0A0D3EI72 // A0A0D3D1G3 // A0A0D3B9U4 // A0A0D3B9K5 // A0A0D3BA15 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3BA06 // A0A0D3D195 // A0A0D3D1S3 // A0A0D3D1S8 // A0A0D3D1D8 // A0A0D3D1B3 // A0A0D3B9T3 // A0A0D3B9V0 // A0A0D3D1F7 // A0A0D3D1D3 // A0A0D3D151 // A0A0D3BA26 // A0A0D3D1T5 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9W9 
GO:0009117	P	nucleotide metabolic process	5	317	180	37767	0.02	0.23	// A0A0D3D1R6 // A0A0D3EIG5 // A0A0D3D1U7 // A0A0D3D164 // A0A0D3D1B1 
GO:0006753	P	nucleoside phosphate metabolic process	5	317	180	37767	0.02	0.23	// A0A0D3D1R6 // A0A0D3EIG5 // A0A0D3D1U7 // A0A0D3D164 // A0A0D3D1B1 
GO:0008152	P	metabolic process	106	317	10614	37767	0.022	0.25	// A0A0D3BA47 // A0A0D3BA44 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3D1A7 // A0A0D3EIB8 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3B9W7 // A0A0D3B9T9 // A0A0D3BA33 // A0A0D3BA30 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3B9X5 // A0A0D3EIA7 // A0A0D3B9P7 // A0A0D3D1F1 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D138 // A0A0D3D184 // A0A0D3D186 // A0A0D3D1T5 // A0A0D3D1T6 // A0A0D3D1G9 // A0A0D3B9Q6 // A0A0D3D1G3 // A0A0D3EIH8 // A0A0D3D1G4 // A0A0D3D1R8 // A0A0D3B9Z2 // A0A0D3B9Z4 // A0A0D3EIG8 // A0A0D3B9Z7 // A0A0D3B9Z8 // A0A0D3EIG5 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3D1U7 // A0A0D3D170 // A0A0D3D1L8 // A0A0D3D1D8 // A0A0D3D1D7 // A0A0D3B9J7 // A0A0D3B9J9 // A0A0D3B9L3 // A0A0D3B9L0 // A0A0D3D1M3 // A0A0D3D1M2 // A0A0D3D1R6 // A0A0D3B9S6 // A0A0D3B9S1 // A0A0D3D1E7 // A0A0D3B9N2 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3B9K7 // A0A0D3B9K2 // A0A0D3B9K0 // A0A0D3D161 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3EIE6 // A0A0D3B9M9 // A0A0D3D1J7 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3D1P6 // A0A0D3D1S3 // A0A0D3D1S2 // A0A0D3B9T8 // A0A0D3EI97 // A0A0D3D1B2 // A0A0D3D1B1 // A0A0D3B9T2 // A0A0D3B9T6 // A0A0D3D1B9 // A0A0D3D1Z9 // A0A0D3BA06 // A0A0D3D1Z7 // A0A0D3BA04 // A0A0D3BA02 // A0A0D3EID7 // A0A0D3EID1 // A0A0D3D1K6 // A0A0D3B9N9 // A0A0D3EID9 // A0A0D3EI72 // A0A0D3D1C0 // A0A0D3BA22 // A0A0D3D1J6 // A0A0D3D148 // A0A0D3BA18 // A0A0D3BA14 // A0A0D3D141 // A0A0D3BA12 // A0A0D3D1H2 // A0A0D3D1Q9 // A0A0D3D1H8 // A0A0D3D1Q5 // A0A0D3D1Q3 // A0A0D3EIC1 // A0A0D3D151 // A0A0D3BA24 
GO:0032787	P	monocarboxylic acid metabolic process	8	317	408	37767	0.024	0.27	// A0A0D3B9Z2 // A0A0D3D1B1 // A0A0D3B9Z7 // A0A0D3D1D7 // A0A0D3EID9 // A0A0D3EIG1 // A0A0D3BA24 // A0A0D3B9S6 
GO:0006629	P	lipid metabolic process	13	317	841	37767	0.028	0.31	// A0A0D3D1D7 // A0A0D3D1Q9 // A0A0D3B9Z7 // A0A0D3D1M3 // A0A0D3EIH8 // A0A0D3BA24 // A0A0D3EID9 // A0A0D3B9T2 // A0A0D3BA33 // A0A0D3B9S6 // A0A0D3D1B1 // A0A0D3D161 // A0A0D3D164 
GO:0006811	P	ion transport	8	317	427	37767	0.03	0.33	// A0A0D3EID7 // A0A0D3EIG9 // A0A0D3B9Y0 // A0A0D3D1D3 // A0A0D3D1T5 // A0A0D3D208 // A0A0D3EIA8 // A0A0D3B9S0 
GO:0008652	P	cellular amino acid biosynthetic process	5	317	202	37767	0.03	0.33	// A0A0D3D1J6 // A0A0D3B9Q6 // A0A0D3B9K2 // A0A0D3D1R8 // A0A0D3D1Z9 
GO:0016051	P	carbohydrate biosynthetic process	6	317	277	37767	0.032	0.33	// A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1B1 // A0A0D3EIG5 // A0A0D3EIC1 // A0A0D3D1L8 
GO:0090066	P	regulation of anatomical structure size	6	317	277	37767	0.032	0.33	// A0A0D3D1G9 // A0A0D3EIF8 // A0A0D3B9T3 // A0A0D3D1M1 // A0A0D3B9Y4 // A0A0D3D1T5 
GO:0032535	P	regulation of cellular component size	6	317	277	37767	0.032	0.33	// A0A0D3D1G9 // A0A0D3EIF8 // A0A0D3B9T3 // A0A0D3D1M1 // A0A0D3B9Y4 // A0A0D3D1T5 
GO:0010035	P	response to inorganic substance	6	317	279	37767	0.033	0.33	// A0A0D3D1B2 // A0A0D3D1K8 // A0A0D3EIG9 // A0A0D3D187 // A0A0D3B9J9 // A0A0D3D1T5 
GO:0030154	P	cell differentiation	7	317	355	37767	0.033	0.33	// A0A0D3D1G9 // A0A0D3B9P7 // A0A0D3EID7 // A0A0D3EIF8 // A0A0D3D1M1 // A0A0D3D1R6 // A0A0D3D1T5 
GO:0009308	P	amine metabolic process	9	317	521	37767	0.035	0.35	// A0A0D3B9Q6 // A0A0D3B9N2 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1J6 // A0A0D3D1M3 // A0A0D3B9K2 // A0A0D3D1Z9 // A0A0D3D1R8 
GO:0043170	P	macromolecule metabolic process	73	317	7127	37767	0.037	0.37	// A0A0D3EID7 // A0A0D3B9L3 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1M2 // A0A0D3B9N9 // A0A0D3D1P6 // A0A0D3EIB3 // A0A0D3D184 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3D1T5 // A0A0D3D1T6 // A0A0D3D1B9 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3D1G9 // A0A0D3B9W7 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3B9K7 // A0A0D3B9M9 // A0A0D3D148 // A0A0D3B9S1 // A0A0D3BA30 // A0A0D3BA14 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3BA12 // A0A0D3D1H2 // A0A0D3EIG5 // A0A0D3EIG8 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1Q5 // A0A0D3B9X5 // A0A0D3D1Q3 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3D1Z7 // A0A0D3D1S5 // A0A0D3EIA7 // A0A0D3D1U7 // A0A0D3D1S3 // A0A0D3D1S2 // A0A0D3D1P8 // A0A0D3B9P7 // A0A0D3B9T8 // A0A0D3B9T9 // A0A0D3EIE6 // A0A0D3D1B1 // A0A0D3D141 // A0A0D3B9T6 // A0A0D3D1F7 // A0A0D3D1J7 // A0A0D3D1F5 // A0A0D3B9K0 // A0A0D3D151 // A0A0D3EIC1 // A0A0D3D1H8 // A0A0D3EID1 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9S6 // A0A0D3D138 // A0A0D3BA22 // A0A0D3B9N2 
GO:0055086	P	nucleobase, nucleoside and nucleotide metabolic process	5	317	221	37767	0.041	0.4	// A0A0D3D1R6 // A0A0D3EIG5 // A0A0D3D1U7 // A0A0D3D164 // A0A0D3D1B1 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	23	317	1847	37767	0.041	0.4	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3D1V4 // A0A0D3D1V6 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3D1F7 // A0A0D3D151 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 
GO:0009309	P	amine biosynthetic process	5	317	229	37767	0.047	0.45	// A0A0D3D1J6 // A0A0D3B9Q6 // A0A0D3B9K2 // A0A0D3D1R8 // A0A0D3D1Z9 
GO:0051171	P	regulation of nitrogen compound metabolic process	23	317	1888	37767	0.05	0.47	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3D1V4 // A0A0D3D1V6 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3D1F7 // A0A0D3D151 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 
GO:0045449	P	regulation of transcription	22	317	1802	37767	0.053	0.5	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3D1V4 // A0A0D3D1V6 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3D1F7 // A0A0D3D151 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 
GO:0031323	P	regulation of cellular metabolic process	24	317	2036	37767	0.062	0.57	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3D1V4 // A0A0D3D1V6 // A0A0D3D1G3 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3D1F7 // A0A0D3D151 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 
GO:0022622	P	root system development	5	317	255	37767	0.067	0.59	// A0A0D3D1T5 // A0A0D3B9R2 // A0A0D3EIG2 // A0A0D3D1M1 // A0A0D3EIG9 
GO:0080090	P	regulation of primary metabolic process	23	317	1952	37767	0.067	0.59	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3D1V4 // A0A0D3D1V6 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3D1F7 // A0A0D3D151 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 
