GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0051704	P	multi-organism process	26	1130	776	37767	0.31	1	// A0A0D3DC32 // A0A0D3CWE9 // A0A0D3DC48 // A0A0D3DD89 // A0A0D3DDA5 // A0A0D3CY99 // A0A0D3CYG2 // A0A0D3CYX0 // A0A0D3CYC9 // A0A0D3CWD0 // A0A0D3CYR3 // A0A0D3CVJ9 // A0A0D3DDH8 // A0A0D3EIG9 // A0A0D3E4Z6 // A0A0D3CVH6 // A0A0D3CY96 // A0A0D3CY95 // A0A0D3EI65 // A0A0D3DBT4 // A0A0D3DDU7 // A0A0D3B9P4 // A0A0D3CZ21 // A0A0D3DEB2 // A0A0D3CZ59 // A0A0D3DD72 
GO:0009793	P	embryonic development ending in seed dormancy	10	1130	465	37767	0.89	1	// A0A0D3CWI9 // A0A0D3DBV0 // A0A0D3DC32 // A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3DBD2 // A0A0D3EI65 // A0A0D3CVM6 // A0A0D3CWM0 // A0A0D3CWY7 
GO:0016567	P	protein ubiquitination	5	1130	121	37767	0.3	1	// A0A0D3EIB3 // A0A0D3CWY7 // A0A0D3CWM0 // A0A0D3DBD2 // A0A0D3CY86 
GO:0016441	P	posttranscriptional gene silencing	5	1130	109	37767	0.24	1	// A0A0D3CYR3 // A0A0D3DC32 // A0A0D3DDA5 // A0A0D3DD89 // A0A0D3DC48 
GO:0034660	P	ncRNA metabolic process	10	1130	254	37767	0.24	1	// A0A0D3CWI9 // A0A0D3EID1 // A0A0D3B9N2 // A0A0D3DB71 // A0A0D3CSR1 // A0A0D3DBX5 // A0A0D3EIG1 // A0A0D3CZ64 // A0A0D3BA30 // A0A0D3DC32 
GO:0044267	P	cellular protein metabolic process	78	1130	3487	37767	1	1	// A0A0D3CWI9 // A0A0D3CWE6 // A0A0D3CSK7 // A0A0D3B9N2 // A0A0D3B9L3 // A0A0D3DBR5 // A0A0D3CYS6 // A0A0D3DC06 // A0A0D3DBD2 // A0A0D3DDR1 // A0A0D3CSQ1 // A0A0D3CZC2 // A0A0D3EIB3 // A0A0D3CWK5 // A0A0D3DD89 // A0A0D3CZB1 // A0A0D3DBY2 // A0A0D3CY86 // A0A0D3B9S6 // A0A0D3DBB3 // A0A0D3CWM0 // A0A0D3CZB9 // A0A0D3B9S1 // A0A0D3DDC7 // A0A0D3B9W7 // A0A0D3B9Q0 // A0A0D3DE40 // A0A0D3CWE3 // A0A0D3E4N7 // A0A0D3CY01 // A0A0D3B9K7 // A0A0D3CZC3 // A0A0D3E4Z6 // A0A0D3DBU6 // A0A0D3E4P9 // A0A0D3DDY5 // A0A0D3EI90 // A0A0D3CWR7 // A0A0D3CYE8 // A0A0D3CYR2 // A0A0D3DDN9 // A0A0D3CVS3 // A0A0D3B9M9 // A0A0D3DBD3 // A0A0D3CVJ2 // A0A0D3CVJ4 // A0A0D3DDH3 // A0A0D3CVS8 // A0A0D3CX00 // A0A0D3EIA7 // A0A0D3CWL7 // A0A0D3DBX5 // A0A0D3E1K4 // A0A0D3DBG1 // A0A0D3DDB7 // A0A0D3CZ14 // A0A0D3DBX4 // A0A0D3DBT3 // A0A0D3DBT2 // A0A0D3CWY7 // A0A0D3B9T8 // A0A0D3EI97 // A0A0D3CY38 // A0A0D3DEB2 // A0A0D3DDY2 // A0A0D3DBP9 // A0A0D3B9T6 // A0A0D3DBR4 // A0A0D3CYF1 // A0A0D3DD16 // A0A0D3CSR1 // A0A0D3CYB1 // A0A0D3EIC1 // A0A0D3DD47 // A0A0D3BA08 // A0A0D3CWC9 // A0A0D3CXZ2 // A0A0D3DDX7 
GO:0051188	P	cofactor biosynthetic process	6	1130	191	37767	0.51	1	// A0A0D3DC32 // A0A0D3DBV0 // A0A0D3CY24 // A0A0D3DBR3 // A0A0D3DBW8 // A0A0D3CVG9 
GO:0050793	P	regulation of developmental process	14	1130	377	37767	0.25	1	// A0A0D3DB76 // A0A0D3CWI9 // A0A0D3CZ13 // A0A0D3E4V1 // A0A0D3DEB2 // A0A0D3DBD2 // A0A0D3CY75 // A0A0D3EIB3 // A0A0D3DDQ3 // A0A0D3DBU7 // A0A0D3CWM0 // A0A0D3DD80 // A0A0D3CY76 // A0A0D3CWY7 
GO:0050790	P	regulation of catalytic activity	7	1130	141	37767	0.14	1	// A0A0D3EID7 // A0A0D3DD95 // A0A0D3DDR9 // A0A0D3DBR3 // A0A0D3DD51 // A0A0D3DDP1 // A0A0D3DBT4 
GO:0008652	P	cellular amino acid biosynthetic process	9	1130	202	37767	0.16	1	// A0A0D3DEA3 // A0A0D3B9Q6 // A0A0D3DBI0 // A0A0D3CYU3 // A0A0D3DBL5 // A0A0D3B9K2 // A0A0D3CXQ0 // A0A0D3DC50 // A0A0D3CYE3 
GO:0050896	P	response to stimulus	89	1130	4057	37767	1	1	// A0A0D3CYS6 // A0A0D3EIB3 // A0A0D3CZ32 // A0A0D3DBF9 // A0A0D3DBW0 // A0A0D3CSP8 // A0A0D3CYX0 // A0A0D3CYC9 // A0A0D3CYR3 // A0A0D3DDN9 // A0A0D3DBV7 // A0A0D3CZ91 // A0A0D3CYJ9 // A0A0D3DCZ7 // A0A0D3DDQ3 // A0A0D3CY75 // A0A0D3CY76 // A0A0D3B9P4 // A0A0D3DEB2 // A0A0D3DC63 // A0A0D3DC06 // A0A0D3DBD2 // A0A0D3CZ59 // A0A0D3B9S6 // A0A0D3CY63 // A0A0D3DDA5 // A0A0D3CYE8 // A0A0D3CSN2 // A0A0D3DC18 // A0A0D3DBK1 // A0A0D3DDH8 // A0A0D3EIG9 // A0A0D3DDH7 // A0A0D3EIG5 // A0A0D3DDH3 // A0A0D3CVH6 // A0A0D3CWU6 // A0A0D3DBC0 // A0A0D3DD95 // A0A0D3DBC7 // A0A0D3DD16 // A0A0D3B9J9 // A0A0D3CVG4 // A0A0D3CWT7 // A0A0D3CX26 // A0A0D3CVI6 // A0A0D3DD89 // A0A0D3CY86 // A0A0D3DDC1 // A0A0D3CY09 // A0A0D3DBT4 // A0A0D3CY01 // A0A0D3CYG6 // A0A0D3DBT2 // A0A0D3E4P9 // A0A0D3CWY7 // A0A0D3DE26 // A0A0D3CVJ9 // A0A0D3E4Z6 // A0A0D3CWE9 // A0A0D3CWJ3 // A0A0D3DDU7 // A0A0D3CX42 // A0A0D3CY35 // A0A0D3DBR3 // A0A0D3EID5 // A0A0D3DC32 // A0A0D3DC48 // A0A0D3DDM8 // A0A0D3DDM9 // A0A0D3DCW5 // A0A0D3B9U8 // A0A0D3CZ13 // A0A0D3DE81 // A0A0D3DD27 // A0A0D3CWM0 // A0A0D3E4R0 // A0A0D3E4R8 // A0A0D3CVS3 // A0A0D3CVS2 // A0A0D3EI65 // A0A0D3EI62 // A0A0D3CZ21 // A0A0D3CYH7 // A0A0D3DBP9 // A0A0D3CSQ1 // A0A0D3CXS5 // A0A0D3DD51 // A0A0D3CY88 
GO:0006511	P	ubiquitin-dependent protein catabolic process	8	1130	303	37767	0.68	1	// A0A0D3CVS3 // A0A0D3CWE3 // A0A0D3CZC3 // A0A0D3CZC2 // A0A0D3CYF1 // A0A0D3CY86 // A0A0D3B9S6 // A0A0D3DDY5 
GO:0006457	P	protein folding	10	1130	275	37767	0.32	1	// A0A0D3B9W7 // A0A0D3DE40 // A0A0D3DBP9 // A0A0D3B9K7 // A0A0D3BA08 // A0A0D3E4P9 // A0A0D3DBT3 // A0A0D3DBT2 // A0A0D3CYE8 // A0A0D3DDC7 
GO:0048608	P	reproductive structure development	32	1130	978	37767	0.33	1	// A0A0D3CWI9 // A0A0D3CVJ9 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3DDB7 // A0A0D3EIB3 // A0A0D3CVI1 // A0A0D3CWM0 // A0A0D3DC32 // A0A0D3CVM6 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3CWY7 // A0A0D3DD47 // A0A0D3DC33 // A0A0D3DC54 // A0A0D3E4V1 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3E4Z6 // A0A0D3CVS8 // A0A0D3CX00 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY76 // A0A0D3DBV0 // A0A0D3CZ21 // A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3DBR7 // A0A0D3DD16 
GO:0009409	P	response to cold	5	1130	328	37767	0.97	1	// A0A0D3DEB2 // A0A0D3CX26 // A0A0D3CWM0 // A0A0D3DBD2 // A0A0D3CWY7 
GO:0009408	P	response to heat	8	1130	161	37767	0.12	1	// A0A0D3DC18 // A0A0D3DBP9 // A0A0D3DC06 // A0A0D3CYC9 // A0A0D3E4P9 // A0A0D3EI65 // A0A0D3DBT2 // A0A0D3CYE8 
GO:0035194	P	posttranscriptional gene silencing by RNA	5	1130	98	37767	0.18	1	// A0A0D3CYR3 // A0A0D3DC32 // A0A0D3DDA5 // A0A0D3DD89 // A0A0D3DC48 
GO:0034621	P	cellular macromolecular complex subunit organization	9	1130	224	37767	0.24	1	// A0A0D3DDS3 // A0A0D3DDF6 // A0A0D3CSR1 // A0A0D3B9T3 // A0A0D3CSP8 // A0A0D3CYB1 // A0A0D3B9S6 // A0A0D3CYV4 // A0A0D3CY75 
GO:0034622	P	cellular macromolecular complex assembly	9	1130	200	37767	0.16	1	// A0A0D3DDS3 // A0A0D3DDF6 // A0A0D3CSR1 // A0A0D3B9T3 // A0A0D3CSP8 // A0A0D3CYB1 // A0A0D3B9S6 // A0A0D3CYV4 // A0A0D3CY75 
GO:0009856	P	pollination	6	1130	145	37767	0.28	1	// A0A0D3CWD0 // A0A0D3CYG2 // A0A0D3CY96 // A0A0D3CY95 // A0A0D3CY99 // A0A0D3DD72 
GO:0010817	P	regulation of hormone levels	8	1130	168	37767	0.14	1	// A0A0D3DBT1 // A0A0D3E4V1 // A0A0D3DCY5 // A0A0D3CYC9 // A0A0D3EI65 // A0A0D3B9S6 // A0A0D3DBB7 // A0A0D3DDQ3 
GO:0022414	P	reproductive process	41	1130	1161	37767	0.16	1	// A0A0D3CWI9 // A0A0D3DC54 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3DDB7 // A0A0D3EIB3 // A0A0D3CVI1 // A0A0D3CVT4 // A0A0D3CWM0 // A0A0D3DC32 // A0A0D3CVM6 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3CYG2 // A0A0D3E4Z6 // A0A0D3CWY7 // A0A0D3CWD0 // A0A0D3DD47 // A0A0D3DC33 // A0A0D3CVJ9 // A0A0D3E4V1 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3EIE1 // A0A0D3CVS8 // A0A0D3CX00 // A0A0D3CY96 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3CY95 // A0A0D3EI65 // A0A0D3CY99 // A0A0D3CY76 // A0A0D3DBV0 // A0A0D3B9P7 // A0A0D3CZ21 // A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3DBR7 // A0A0D3DD16 // A0A0D3DD72 
GO:0042221	P	response to chemical stimulus	49	1130	2085	37767	0.97	1	// A0A0D3DBF9 // A0A0D3CVJ9 // A0A0D3CYS6 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3CVI6 // A0A0D3CZ59 // A0A0D3CZ32 // A0A0D3CY88 // A0A0D3DCW5 // A0A0D3CY63 // A0A0D3DC32 // A0A0D3CZ13 // A0A0D3DDA5 // A0A0D3DE81 // A0A0D3CWM0 // A0A0D3CSP8 // A0A0D3DDU7 // A0A0D3CYX0 // A0A0D3CYC9 // A0A0D3E4P9 // A0A0D3EI62 // A0A0D3DE26 // A0A0D3CYE8 // A0A0D3CYR3 // A0A0D3DC18 // A0A0D3DDN9 // A0A0D3DDH8 // A0A0D3EIG9 // A0A0D3CVH6 // A0A0D3CWU6 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3B9J9 // A0A0D3EI65 // A0A0D3DD95 // A0A0D3DBT2 // A0A0D3CWY7 // A0A0D3CZ21 // A0A0D3CX42 // A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3CYJ9 // A0A0D3DD16 // A0A0D3CXS5 // A0A0D3DD89 // A0A0D3DD51 // A0A0D3B9S6 // A0A0D3CVG4 
GO:0009628	P	response to abiotic stimulus	28	1130	1471	37767	1	1	// A0A0D3EID5 // A0A0D3DC06 // A0A0D3DBD2 // A0A0D3EI65 // A0A0D3EIB3 // A0A0D3DD89 // A0A0D3CY86 // A0A0D3CWM0 // A0A0D3DE81 // A0A0D3CY01 // A0A0D3CY63 // A0A0D3CSP8 // A0A0D3CYC9 // A0A0D3E4P9 // A0A0D3CYE8 // A0A0D3DC18 // A0A0D3EIG5 // A0A0D3DDH3 // A0A0D3DDQ3 // A0A0D3CX26 // A0A0D3DBT2 // A0A0D3CY76 // A0A0D3CWY7 // A0A0D3CYH7 // A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3CSQ1 // A0A0D3DBP9 
GO:0009743	P	response to carbohydrate stimulus	10	1130	240	37767	0.19	1	// A0A0D3DE81 // A0A0D3DEB2 // A0A0D3CWM0 // A0A0D3DBR3 // A0A0D3DBD2 // A0A0D3CVH6 // A0A0D3CYC9 // A0A0D3EI65 // A0A0D3CY63 // A0A0D3CWY7 
GO:0048468	P	cell development	8	1130	197	37767	0.25	1	// A0A0D3DD49 // A0A0D3DBJ2 // A0A0D3E4V1 // A0A0D3DD16 // A0A0D3DDQ3 // A0A0D3EI65 // A0A0D3DD50 // A0A0D3CWD0 
GO:0048580	P	regulation of post-embryonic development	8	1130	200	37767	0.26	1	// A0A0D3CZ13 // A0A0D3E4V1 // A0A0D3DEB2 // A0A0D3DBD2 // A0A0D3EIB3 // A0A0D3CWM0 // A0A0D3CY76 // A0A0D3CWY7 
GO:0032446	P	protein modification by small protein conjugation	5	1130	136	37767	0.39	1	// A0A0D3EIB3 // A0A0D3CWY7 // A0A0D3CWM0 // A0A0D3DBD2 // A0A0D3CY86 
GO:0034470	P	ncRNA processing	6	1130	170	37767	0.4	1	// A0A0D3DC32 // A0A0D3DB71 // A0A0D3CSR1 // A0A0D3EIG1 // A0A0D3CZ64 // A0A0D3BA30 
GO:0003006	P	reproductive developmental process	35	1130	978	37767	0.17	1	// A0A0D3CWI9 // A0A0D3CVJ9 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3DDB7 // A0A0D3EIB3 // A0A0D3CVI1 // A0A0D3CVT4 // A0A0D3CWM0 // A0A0D3DC32 // A0A0D3CVM6 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3CWY7 // A0A0D3CWD0 // A0A0D3DD47 // A0A0D3DC33 // A0A0D3DC54 // A0A0D3E4V1 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3E4Z6 // A0A0D3CVS8 // A0A0D3CX00 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY76 // A0A0D3DBV0 // A0A0D3B9P7 // A0A0D3CZ21 // A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3DBR7 // A0A0D3DD16 
GO:0003002	P	regionalization	6	1130	112	37767	0.13	1	// A0A0D3DB76 // A0A0D3E4V1 // A0A0D3DC48 // A0A0D3DD16 // A0A0D3CVI1 // A0A0D3DBU7 
GO:0002376	P	immune system process	13	1130	368	37767	0.32	1	// A0A0D3CYR3 // A0A0D3DC18 // A0A0D3DDA5 // A0A0D3DDH8 // A0A0D3DC32 // A0A0D3DEB2 // A0A0D3CYS6 // A0A0D3DC48 // A0A0D3CVH6 // A0A0D3DD27 // A0A0D3DD89 // A0A0D3EI65 // A0A0D3DBT4 
GO:0009725	P	response to hormone stimulus	15	1130	982	37767	1	1	// A0A0D3EI62 // A0A0D3DC18 // A0A0D3CX42 // A0A0D3EIG9 // A0A0D3DEB2 // A0A0D3CVJ9 // A0A0D3CVH6 // A0A0D3CYJ9 // A0A0D3CYC9 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY88 // A0A0D3DD95 // A0A0D3DBF9 // A0A0D3DDQ3 
GO:0032535	P	regulation of cellular component size	10	1130	277	37767	0.32	1	// A0A0D3DBK2 // A0A0D3DBJ2 // A0A0D3B9T3 // A0A0D3DDH0 // A0A0D3DDH2 // A0A0D3DD16 // A0A0D3DDQ3 // A0A0D3B9Y4 // A0A0D3CWD0 // A0A0D3DD80 
GO:0042398	P	cellular amino acid derivative biosynthetic process	8	1130	233	37767	0.4	1	// A0A0D3CVH6 // A0A0D3DE81 // A0A0D3DD27 // A0A0D3CYE6 // A0A0D3CXQ0 // A0A0D3CY63 // A0A0D3DC66 // A0A0D3DBV0 
GO:0090066	P	regulation of anatomical structure size	10	1130	277	37767	0.32	1	// A0A0D3DBK2 // A0A0D3DBJ2 // A0A0D3B9T3 // A0A0D3DDH0 // A0A0D3DDH2 // A0A0D3DD16 // A0A0D3DDQ3 // A0A0D3B9Y4 // A0A0D3CWD0 // A0A0D3DD80 
GO:0006952	P	defense response	23	1130	766	37767	0.52	1	// A0A0D3DC32 // A0A0D3CYS6 // A0A0D3CWE9 // A0A0D3DC48 // A0A0D3DD89 // A0A0D3B9U8 // A0A0D3DDA5 // A0A0D3DBW0 // A0A0D3DD27 // A0A0D3E4R0 // A0A0D3CYC9 // A0A0D3E4R8 // A0A0D3CYR3 // A0A0D3DC18 // A0A0D3DDH8 // A0A0D3B9P4 // A0A0D3CVH6 // A0A0D3EI65 // A0A0D3DBC0 // A0A0D3DBT4 // A0A0D3DBC7 // A0A0D3DBV7 // A0A0D3DEB2 
GO:0006950	P	response to stress	64	1130	2320	37767	0.76	1	// A0A0D3DBC7 // A0A0D3DC32 // A0A0D3CYS6 // A0A0D3DC06 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3EI65 // A0A0D3CZ59 // A0A0D3DDC1 // A0A0D3CZ32 // A0A0D3DDM8 // A0A0D3DDM9 // A0A0D3CWM0 // A0A0D3CVS2 // A0A0D3CY09 // A0A0D3B9U8 // A0A0D3CZ13 // A0A0D3DDA5 // A0A0D3DBW0 // A0A0D3DD27 // A0A0D3CSP8 // A0A0D3CYG6 // A0A0D3CY75 // A0A0D3E4R0 // A0A0D3CYX0 // A0A0D3CYC9 // A0A0D3E4P9 // A0A0D3E4R8 // A0A0D3CYE8 // A0A0D3CSN2 // A0A0D3CYR3 // A0A0D3DC18 // A0A0D3DDN9 // A0A0D3DBK1 // A0A0D3CVS3 // A0A0D3DDH8 // A0A0D3DDU7 // A0A0D3EIG9 // A0A0D3CWT7 // A0A0D3DDH7 // A0A0D3EIG5 // A0A0D3B9P4 // A0A0D3CWE9 // A0A0D3CVH6 // A0A0D3CZ91 // A0A0D3CWU6 // A0A0D3DCZ7 // A0A0D3B9J9 // A0A0D3CX26 // A0A0D3DBC0 // A0A0D3DBT4 // A0A0D3DBT2 // A0A0D3CWY7 // A0A0D3DBV7 // A0A0D3DD51 // A0A0D3DEB2 // A0A0D3CY35 // A0A0D3DBP9 // A0A0D3CYJ9 // A0A0D3CXS5 // A0A0D3DD89 // A0A0D3DC63 // A0A0D3B9S6 // A0A0D3CVG4 
GO:0006955	P	immune response	13	1130	367	37767	0.31	1	// A0A0D3CYR3 // A0A0D3DC18 // A0A0D3DDA5 // A0A0D3DDH8 // A0A0D3DC32 // A0A0D3DEB2 // A0A0D3CYS6 // A0A0D3DC48 // A0A0D3CVH6 // A0A0D3DD27 // A0A0D3DD89 // A0A0D3EI65 // A0A0D3DBT4 
GO:0019748	P	secondary metabolic process	19	1130	489	37767	0.16	1	// A0A0D3DD38 // A0A0D3CYR2 // A0A0D3DD32 // A0A0D3DE87 // A0A0D3DE81 // A0A0D3DC18 // A0A0D3DD27 // A0A0D3DBR3 // A0A0D3DD33 // A0A0D3DD35 // A0A0D3EID9 // A0A0D3DB84 // A0A0D3CVH6 // A0A0D3CVG9 // A0A0D3DD39 // A0A0D3B9S6 // A0A0D3CY63 // A0A0D3CYA7 // A0A0D3DC66 
GO:0051603	P	proteolysis involved in cellular protein catabolic process	12	1130	309	37767	0.23	1	// A0A0D3CWE6 // A0A0D3CVS3 // A0A0D3CSK7 // A0A0D3CWE3 // A0A0D3CZC3 // A0A0D3CZC2 // A0A0D3CVJ2 // A0A0D3CYF1 // A0A0D3CY86 // A0A0D3B9S6 // A0A0D3DDY5 // A0A0D3CZ14 
GO:0044271	P	cellular nitrogen compound biosynthetic process	11	1130	394	37767	0.63	1	// A0A0D3DEA3 // A0A0D3B9Q6 // A0A0D3DBI0 // A0A0D3CYU3 // A0A0D3DBL5 // A0A0D3CYE3 // A0A0D3CXQ0 // A0A0D3CZA9 // A0A0D3DC50 // A0A0D3DBB7 // A0A0D3B9K2 
GO:0009719	P	response to endogenous stimulus	16	1130	1068	37767	1	1	// A0A0D3EI62 // A0A0D3DC18 // A0A0D3CX42 // A0A0D3EIG9 // A0A0D3DEB2 // A0A0D3CVJ9 // A0A0D3CVH6 // A0A0D3CYJ9 // A0A0D3CYC9 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY88 // A0A0D3DD95 // A0A0D3DBF9 // A0A0D3DDU7 // A0A0D3DDQ3 
GO:0006508	P	proteolysis	14	1130	810	37767	0.99	1	// A0A0D3CWE6 // A0A0D3CVS3 // A0A0D3CSK7 // A0A0D3CWE3 // A0A0D3DEB2 // A0A0D3CZC2 // A0A0D3CVJ2 // A0A0D3CYF1 // A0A0D3CZC3 // A0A0D3CY86 // A0A0D3B9S6 // A0A0D3DDY5 // A0A0D3B9S1 // A0A0D3CZ14 
GO:0032502	P	developmental process	66	1130	2304	37767	0.66	1	// A0A0D3DC33 // A0A0D3CWI9 // A0A0D3DBJ2 // A0A0D3DC54 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3DDB7 // A0A0D3EIB3 // A0A0D3CVI1 // A0A0D3CYF1 // A0A0D3CVT4 // A0A0D3CY86 // A0A0D3DCW5 // A0A0D3CY63 // A0A0D3DD80 // A0A0D3DC32 // A0A0D3DBU7 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3DDA5 // A0A0D3DD27 // A0A0D3CWM0 // A0A0D3E4N7 // A0A0D3CYZ7 // A0A0D3DE45 // A0A0D3CY01 // A0A0D3DD49 // A0A0D3E4Z6 // A0A0D3CZC2 // A0A0D3CWD0 // A0A0D3CZ94 // A0A0D3DD47 // A0A0D3DB76 // A0A0D3CVJ9 // A0A0D3EID7 // A0A0D3E4V1 // A0A0D3EIG9 // A0A0D3CZC3 // A0A0D3CVJ4 // A0A0D3EIG4 // A0A0D3EIG2 // A0A0D3CYP4 // A0A0D3DDH3 // A0A0D3CVS8 // A0A0D3CX00 // A0A0D3CYJ9 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3B9R2 // A0A0D3CY75 // A0A0D3CY76 // A0A0D3CWY7 // A0A0D3B9P7 // A0A0D3CZ21 // A0A0D3DEB2 // A0A0D3CY36 // A0A0D3DBR7 // A0A0D3DBV0 // A0A0D3DD16 // A0A0D3CSR1 // A0A0D3DDP1 // A0A0D3CVM6 // A0A0D3DD89 // A0A0D3DD50 // A0A0D3DBR3 
GO:0032501	P	multicellular organismal process	72	1130	2094	37767	0.13	1	// A0A0D3DC33 // A0A0D3CWI9 // A0A0D3E4N7 // A0A0D3DC54 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3DDB7 // A0A0D3EIB3 // A0A0D3DBJ2 // A0A0D3CVI1 // A0A0D3CYF1 // A0A0D3CVT4 // A0A0D3CY86 // A0A0D3DCW5 // A0A0D3CY63 // A0A0D3DC32 // A0A0D3DBU7 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3DDA5 // A0A0D3DD27 // A0A0D3CWM0 // A0A0D3CYG2 // A0A0D3CSP8 // A0A0D3CYZ7 // A0A0D3DE45 // A0A0D3CY01 // A0A0D3DD49 // A0A0D3E4Z6 // A0A0D3CZC2 // A0A0D3CWD0 // A0A0D3CZ94 // A0A0D3DD47 // A0A0D3DB76 // A0A0D3CVJ9 // A0A0D3EID7 // A0A0D3E4V1 // A0A0D3EIG9 // A0A0D3CZC3 // A0A0D3CVJ4 // A0A0D3EIG4 // A0A0D3EIG2 // A0A0D3CYP4 // A0A0D3DDH3 // A0A0D3CVS8 // A0A0D3CX00 // A0A0D3CYJ9 // A0A0D3CY96 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3CY95 // A0A0D3EI65 // A0A0D3B9R2 // A0A0D3CY99 // A0A0D3CY75 // A0A0D3CY76 // A0A0D3CWY7 // A0A0D3B9P7 // A0A0D3CZ21 // A0A0D3DEB2 // A0A0D3CY36 // A0A0D3CSQ1 // A0A0D3DBR7 // A0A0D3DBV0 // A0A0D3DD16 // A0A0D3CSR1 // A0A0D3DDP1 // A0A0D3CVM6 // A0A0D3DD89 // A0A0D3DD50 // A0A0D3DBR3 // A0A0D3DD72 
GO:0032870	P	cellular response to hormone stimulus	10	1130	321	37767	0.49	1	// A0A0D3DC18 // A0A0D3DEB2 // A0A0D3CVH6 // A0A0D3CYJ9 // A0A0D3CYC9 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY88 // A0A0D3DBF9 // A0A0D3DDQ3 
GO:0010154	P	fruit development	14	1130	557	37767	0.78	1	// A0A0D3CWI9 // A0A0D3DBV0 // A0A0D3DC54 // A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3DBD2 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CVM6 // A0A0D3CWM0 // A0A0D3EIG4 // A0A0D3DC32 // A0A0D3CWY7 
GO:0032989	P	cellular component morphogenesis	9	1130	289	37767	0.5	1	// A0A0D3CYZ7 // A0A0D3DE45 // A0A0D3CZ94 // A0A0D3DD16 // A0A0D3DDQ3 // A0A0D3DD50 // A0A0D3CWD0 // A0A0D3CY63 // A0A0D3DD80 
GO:0015979	P	photosynthesis	8	1130	162	37767	0.12	1	// A0A0D3CYR2 // A0A0D3CSP8 // A0A0D3CSR1 // A0A0D3CYR8 // A0A0D3DBD3 // A0A0D3CZ29 // A0A0D3CY01 // A0A0D3DDB3 
GO:0009755	P	hormone-mediated signaling pathway	9	1130	321	37767	0.62	1	// A0A0D3DC18 // A0A0D3DEB2 // A0A0D3CYJ9 // A0A0D3CYC9 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY88 // A0A0D3DBF9 // A0A0D3DDQ3 
GO:0010608	P	posttranscriptional regulation of gene expression	6	1130	144	37767	0.27	1	// A0A0D3CYR3 // A0A0D3DC32 // A0A0D3DDA5 // A0A0D3DC48 // A0A0D3CYB1 // A0A0D3DD89 
GO:0009617	P	response to bacterium	8	1130	247	37767	0.46	1	// A0A0D3CVJ9 // A0A0D3B9P4 // A0A0D3DDH8 // A0A0D3DEB2 // A0A0D3CVH6 // A0A0D3CYC9 // A0A0D3EI65 // A0A0D3CZ21 
GO:0030163	P	protein catabolic process	15	1130	823	37767	0.99	1	// A0A0D3CYR2 // A0A0D3CWE6 // A0A0D3CVS3 // A0A0D3CSK7 // A0A0D3CWE3 // A0A0D3CZC3 // A0A0D3CZC2 // A0A0D3CVJ2 // A0A0D3B9T4 // A0A0D3CVS8 // A0A0D3CYF1 // A0A0D3CY86 // A0A0D3B9S6 // A0A0D3DDY5 // A0A0D3CZ14 
GO:0048878	P	chemical homeostasis	7	1130	136	37767	0.12	1	// A0A0D3EID7 // A0A0D3EIG9 // A0A0D3CVH6 // A0A0D3E4Y0 // A0A0D3E4W1 // A0A0D3DE26 // A0A0D3E4W4 
